date,value
1997-01-01,1.0199541528432008
1997-02-01,1.0391845060006863
1997-03-01,1.0867041496892855
1997-04-01,1.0384985042459443
1997-05-01,0.9975148718037529
1997-06-01,0.9682059763461422
1997-07-01,1.184965835801014
1997-08-01,1.0199432512777484
1997-09-01,1.1645902177705711
1997-10-01,1.0905253743287189
1997-11-01,1.0380373506947094
1997-12-01,0.8256916978697065
1998-01-01,1.1009784996338947
1998-02-01,0.9196368527236046
1998-03-01,1.2583828539130169
1998-04-01,0.9475691432411945
1998-05-01,0.9719174275828218
1998-06-01,0.9822254668108513
1998-07-01,1.2523868358980121
1998-08-01,1.0021387872407974
1998-09-01,1.4317998945111128
1998-10-01,1.442331956250586
1998-11-01,1.048045843016434
1998-12-01,0.9175842509175842
1999-01-01,1.1576524642439256
1999-02-01,0.9605514883555597
1999-03-01,0.9963827574650971
1999-04-01,1.0228363723303708
1999-05-01,1.0774351786965664
1999-06-01,1.127270751453462
1999-07-01,1.3028949373225291
1999-08-01,1.046509889518456
1999-09-01,1.1700277414439926
1999-10-01,1.159043166905723
1999-11-01,1.1366699766933175
1999-12-01,1.2446023949785578
2000-01-01,1.267253115105611
2000-02-01,1.2407517225799163
2000-03-01,1.1102189555603594
2000-04-01,1.1526702032684264
2000-05-01,2.495130957760085
2000-06-01,1.1250441708768277
2000-07-01,1.5910874122188956
2000-08-01,1.4794551138901295
2000-09-01,1.46646674933758
2000-10-01,1.4473774468536222
2000-11-01,2.0099830505838994
2000-12-01,1.2532587640727633
2001-01-01,1.363359024889718
2001-02-01,1.2133584279320666
2001-03-01,1.293896138015588
2001-04-01,1.1473877804864259
2001-05-01,1.2988230426335916
2001-06-01,1.4437224734856715
2001-07-01,1.853857575530813
2001-08-01,1.3621669976077366
2001-09-01,1.2389300355597834
2001-10-01,1.3730045369133743
2001-11-01,1.3628834860682633
2001-12-01,1.181592039800995
2002-01-01,1.4181388790168183
2002-02-01,1.2164298778312321
2002-03-01,1.107280044209834
2002-04-01,1.3412582045049743
2002-05-01,1.4201751778077616
2002-06-01,1.363129470347049
2002-07-01,1.5289237634585724
2002-08-01,1.3677505423781424
2002-09-01,1.5143005932627407
2002-10-01,1.4634131230115828
2002-11-01,1.4019816278230173
2002-12-01,1.594151969720264
2003-01-01,1.694744347851139
2003-02-01,1.174619030337438
2003-03-01,1.3502306536049344
2003-04-01,1.447442752604543
2003-05-01,1.4804475897838953
2003-06-01,1.3109240149598738
2003-07-01,1.6237542022727
2003-08-01,1.2563924984251078
2003-09-01,1.4699801010147422
2003-10-01,1.8223860751012722
2003-11-01,2.04866745637716
2003-12-01,1.5907842119722824
2004-01-01,1.628833249750287
2004-02-01,1.2912338084707018
2004-03-01,1.6119001543711664
2004-04-01,1.4042142992013302
2004-05-01,2.4312552411229458
2004-06-01,1.4769101013979193
2004-07-01,1.3942230685721404
2004-08-01,1.445823231713485
2004-09-01,1.661394724583104
2004-10-01,1.4003252534212673
2004-11-01,2.1893067195388127
2004-12-01,1.6446749336065745
2005-01-01,1.6370317728439856
2005-02-01,1.4194905128327677
2005-03-01,1.355277916994821
2005-04-01,1.3496306028350025
2005-05-01,1.4763623532085535
2005-06-01,1.3529130821889537
2005-07-01,1.4318287078271403
2005-08-01,1.2195859882246873
2005-09-01,1.207116015908108
2005-10-01,1.3762827063668193
2005-11-01,1.5665399239543725
2005-12-01,1.5955295161542877
2006-01-01,1.4130249734812272
2006-02-01,1.2763205125600232
2006-03-01,1.2821555697051128
2006-04-01,1.4788072774190346
2006-05-01,2.439275746081729
2006-06-01,1.2213335486140344
2006-07-01,1.3539778416192765
2006-08-01,1.0955795795112686
2006-09-01,1.3772239861019588
2006-10-01,1.3159377573577218
2006-11-01,1.5338541438848503
2006-12-01,1.6072660893568709
2007-01-01,1.2562455389007852
2007-02-01,0.9915238204526212
2007-03-01,1.2731124192329393
2007-04-01,1.4320657706458062
2007-05-01,1.2900975309232385
2007-06-01,1.3746973136862177
2007-07-01,1.3884539419627493
2007-08-01,1.2804983064469833
2007-09-01,1.2187402030530303
2007-10-01,1.2941246401671154
2007-11-01,1.6864417489852839
2007-12-01,1.3075839871253268
2008-01-01,1.273205115108515
2008-02-01,1.2380949461571236
2008-03-01,1.2457772671951954
2008-04-01,1.2639906028798165
2008-05-01,1.4812735584248937
2008-06-01,1.342324075383914
2008-07-01,1.3518833438223914
2008-08-01,1.4420336400365932
2008-09-01,1.6758708636757609
2008-10-01,1.4667661853624854
2008-11-01,1.3292461877019786
2008-12-01,1.460746518039715
2009-01-01,1.6061232593485137
2009-02-01,1.2724116033669761
2009-03-01,1.3747363764653107
2009-04-01,1.648239645114008
2009-05-01,2.088133488114434
2009-06-01,1.9901401578247775
2009-07-01,1.6078248351749476
2009-08-01,1.2712398988054527
2009-09-01,1.790009814423996
2009-10-01,1.738290527915888
2009-11-01,1.569354952009349
2009-12-01,1.5585147927651728
2010-01-01,1.452441567730445
2010-02-01,1.533640664075447
2010-03-01,1.3920466671409262
2010-04-01,1.6530596614842612
2010-05-01,1.457454434351387
2010-06-01,1.2792929821238244
2010-07-01,1.5339595745899146
2010-08-01,1.4077613265454214
2010-09-01,1.476622462576745
2010-10-01,2.1379541593808105
2010-11-01,1.6459970971589521
2010-12-01,1.2717778419482144
2011-01-01,1.3469944695341367
2011-02-01,1.3945110968647922
2011-03-01,1.321343977992142
2011-04-01,1.4013955806612395
2011-05-01,1.5515775615554153
2011-06-01,1.8105630368537438
2011-07-01,2.064126232387451
2011-08-01,1.4742283236847322
2011-09-01,1.4314302897078035
2011-10-01,1.3735309044453499
2011-11-01,1.4784693134914777
2011-12-01,1.2845482197956104
2012-01-01,1.377737606897031
2012-02-01,1.2918076163944476
2012-03-01,1.5619991616736937
2012-04-01,1.4862205492022973
2012-05-01,1.5358883424086605
2012-06-01,1.4262059177196476
2012-07-01,1.4228265283399484
2012-08-01,1.4006472688136185
2012-09-01,1.2947035343794826
2012-10-01,1.1981472259688652
2012-11-01,1.172521200967585
2012-12-01,1.3644593154499307
2013-01-01,1.3953185284942016
2013-02-01,1.547174909902085
2013-03-01,1.4574963363207687
2013-04-01,1.7616552478525629
2013-05-01,1.920891901144646
2013-06-01,1.7576030082969312
2013-07-01,1.7444270979960586
2013-08-01,1.3239580457509472
2013-09-01,1.4797212836792533
2013-10-01,1.308371927156275
2013-11-01,1.4717340704824389
2013-12-01,1.3413186153625345
2014-01-01,1.6052914968643768
2014-02-01,1.411312850976693
2014-03-01,1.6451263738297004
2014-04-01,1.5278007384140626
2014-05-01,1.411660114989235
2014-06-01,1.405580699680051
2014-07-01,1.4071656582019154
2014-08-01,1.2773195545428289
2014-09-01,1.2730242264767262
2014-10-01,1.3042743851201535
2014-11-01,1.2537438018292757
2014-12-01,1.4856923226576386
2015-01-01,1.5557733583117253
2015-02-01,1.50827321291914
2015-03-01,1.675537281808092
2015-04-01,1.3564954882787932
2015-05-01,1.4703376912178763
2015-06-01,1.451922494963556
2015-07-01,1.656904062989888
2015-08-01,1.401249143450726
2015-09-01,1.4938827516566193
2015-10-01,1.3583519586950121
2015-11-01,2.2887540097282644
2015-12-01,1.224642850610035
2016-01-01,1.4290731350607615
2016-02-01,1.4443990036063503
2016-03-01,1.9042688215029242
2016-04-01,1.4230133652938186
2016-05-01,1.5208605276024636
2016-06-01,1.6348438643176713
2016-07-01,1.3813506962596833
2016-08-01,1.2563825915421374
2016-09-01,7.3974433919371085
2016-10-01,1.0878016056013895
2016-11-01,1.5322150568474642
2016-12-01,1.3889781701391122
2017-01-01,1.30587848055374
2017-02-01,1.5268518561958424
2017-03-01,1.5838321069723942
2017-04-01,1.52048813303682
2017-05-01,1.3188492328480859
2017-06-01,1.7891308732783824
2017-07-01,1.5735413280942314
2017-08-01,1.3969221557384206
2017-09-01,1.7118405382616029
2017-10-01,1.460329892115897
2017-11-01,1.6360474631751227
2017-12-01,1.5046597479810697
2018-01-01,1.2486409234198812
2018-02-01,1.271961850159108
2018-03-01,1.3511743026243086
2018-04-01,1.7573780658703704
2018-05-01,1.7914571683661482
2018-06-01,1.9064075528752424
2018-07-01,1.7172236710452826
2018-08-01,1.5299986765712839
2018-09-01,1.5311459431463428
2018-10-01,1.3904253031444884
2018-11-01,1.7147983370425197
2018-12-01,1.7350836088198478
2019-01-01,1.46477137408712
2019-02-01,1.6637387397108905
2019-03-01,1.429975952524425
2019-04-01,1.6146112613417745
2019-05-01,1.6370592302373816
2019-06-01,1.8738653405951538
2019-07-01,1.8502803940326706
2019-08-01,1.5579197631761261
2019-09-01,1.6046096057765944
2019-10-01,1.3638846585173303
2019-11-01,1.5756877250722414
2019-12-01,1.3022706089646796
2020-01-01,1.4357473487744448
2020-02-01,1.3280126913309236
2020-03-01,1.5674241335548993
2020-04-01,1.7747119357969434
2020-05-01,1.1577971530146334
2020-06-01,1.6467442808026331
2020-07-01,3.1958233226244506
2020-08-01,1.6773884391445764
2020-09-01,1.8339903096000656
2020-10-01,1.7692859055750723
2020-11-01,1.8894093038061026
2020-12-01,1.7303832369523435
2021-01-01,1.777523849412386
2021-02-01,1.5812555333649039
2021-03-01,1.7644179949530876
2021-04-01,1.8180107951895963
2021-05-01,1.8359385818111325
2021-06-01,1.5974483890937474
2021-07-01,1.640144830819936
2021-08-01,1.6978480740671722
2021-09-01,1.7945443360302762
2021-10-01,1.3783975071925583
2021-11-01,1.6464115395404817
2021-12-01,1.740653130024009
2022-01-01,2.049518457102247
2022-02-01,1.8414580065132837
2022-03-01,1.8359380325470003
2022-04-01,2.2232161691909216
2022-05-01,1.9833021277127791
2022-06-01,1.6720517203829506
2022-07-01,1.8382023622148005
2022-08-01,1.5529251753434912
2022-09-01,1.6274143568613015
2022-10-01,1.7484050797159782
2022-11-01,1.7493931530928268
2022-12-01,1.4647283287745247
2023-01-01,1.694915254237288
2023-02-01,1.7755840599150456
2023-03-01,1.753070342845596
2023-04-01,1.814346130536745
2023-05-01,1.7497192525714083
2023-06-01,1.664064925074341
2023-07-01,1.6961959440750736
2023-08-01,2.0130143929856246
2023-09-01,2.0213406991391163
2023-10-01,2.007561083540939
2023-11-01,1.8173781711577897
2023-12-01,2.5001520670987625
2024-01-01,1.9923498316749677
2024-02-01,2.177639801367437
2024-03-01,2.4853496398211843
2024-04-01,2.4161511702708225
2024-05-01,2.334877832484035
2024-06-01,2.435235703091696
2024-07-01,2.1568354527383877
2024-08-01,2.056706750232405
2024-09-01,2.342517032615581
2024-10-01,2.110207895968394
2024-11-01,1.975436312269696
2024-12-01,2.1975729842915004
2025-01-01,2.615805113699566
2025-02-01,1.9343625494805148
2025-03-01,1.9533643575178443
2025-04-01,2.393317863752242
2025-05-01,2.5431819256596997
2025-06-01,2.436488529946252
2025-07-01,2.6290084047933497
2025-08-01,1.9841946844420613
2025-09-01,2.3420875885834804
2025-10-01,1.8697736551740092
2025-11-01,2.200928022123187
2025-12-01,2.363348806110247
2026-01-01,2.456311069200056
2026-02-01,2.0883022528868165
2026-03-01,2.186757004972293
2026-04-01,2.122513228814572
2026-05-01,2.864810069474533
2026-06-01,2.3571854017760447
2026-07-01,2.2295343476128213
