date,value
1997-01-01,416.71000000000004
1997-02-01,419.207
1997-03-01,418.211
1997-04-01,364.16499999999996
1997-05-01,303.55899999999997
1997-06-01,346.6780000000001
1997-07-01,258.712
1997-08-01,272.14599999999996
1997-09-01,271.16599999999994
1997-10-01,245.25
1997-11-01,249.87800000000016
1997-12-01,244.1489999999999
1998-01-01,194.40200000000004
1998-02-01,210.702
1998-03-01,240.99500000000012
1998-04-01,168.03499999999985
1998-05-01,213.3789999999999
1998-06-01,187.2589999999998
1998-07-01,215.94100000000003
1998-08-01,205.86300000000006
1998-09-01,239.76300000000015
1998-10-01,236.68599999999992
1998-11-01,242.2360000000001
1998-12-01,261.7249999999999
1999-01-01,222.33300000000008
1999-02-01,236.92599999999993
1999-03-01,262.15100000000007
1999-04-01,231.4849999999999
1999-05-01,248.18100000000004
1999-06-01,243.13100000000009
1999-07-01,220.07899999999995
1999-08-01,199.29599999999982
1999-09-01,264.1410000000001
1999-10-01,282.8509999999999
1999-11-01,214.98199999999997
1999-12-01,319.8710000000001
2000-01-01,268.7869999999998
2000-02-01,274.6970000000001
2000-03-01,297.1009999999999
2000-04-01,263.6189999999999
2000-05-01,253.36799999999994
2000-06-01,258.2539999999999
2000-07-01,215.63699999999994
2000-08-01,232.13200000000006
2000-09-01,220.34799999999996
2000-10-01,215.26999999999998
2000-11-01,257.4119999999998
2000-12-01,236.58999999999992
2001-01-01,237.46000000000004
2001-02-01,237.66200000000015
2001-03-01,235.36300000000006
2001-04-01,214.3889999999999
2001-05-01,190.08199999999988
2001-06-01,187.9000000000001
2001-07-01,181.12400000000002
2001-08-01,165.72899999999981
2001-09-01,183.2170000000001
2001-10-01,209.0110000000002
2001-11-01,210.8309999999999
2001-12-01,183.89499999999998
2002-01-01,166.18000000000006
2002-02-01,176.39200000000005
2002-03-01,183.30100000000016
2002-04-01,174.4480000000001
2002-05-01,172.56799999999998
2002-06-01,173.707
2002-07-01,186.46299999999997
2002-08-01,201.85799999999995
2002-09-01,180.65899999999988
2002-10-01,207.40200000000004
2002-11-01,203.14
2002-12-01,248.21000000000004
2003-01-01,176.63
2003-02-01,210.01800000000003
2003-03-01,218.4290000000001
