date,value,is_forecast,fy_label
2025-03-31,-4.1,1,2024-25
2026-03-31,-33.0,1,2025-26
2027-03-31,-8.7,1,2026-27
2028-03-31,-5.5,1,2027-28
2029-03-31,1.7,1,2028-29
2030-03-31,3.0,1,2029-30
