date,value,is_forecast,fy_label
2025-03-31,,0,2024-25
2026-03-31,40.5,1,2025-26
2027-03-31,54.9,1,2026-27
2028-03-31,57.9,1,2027-28
2029-03-31,58.6,1,2028-29
2030-03-31,60.6,1,2029-30
2031-03-31,59.3,1,2030-31
