date,value,is_forecast,fy_label
2020-03-31,107,0,2019-20
2021-03-31,264,0,2020-21
2022-03-31,140,0,2021-22
2023-03-31,118,0,2022-23
2024-03-31,139,0,2023-24
2025-03-31,157,0,2024-25
2026-03-31,204,1,2025-26
2027-03-31,190,1,2026-27
