date,value,is_forecast,fy_label
2025-03-31,-10.5,1,2024-25
2026-03-31,-45.8,1,2025-26
2027-03-31,-25.3,1,2026-27
2028-03-31,-23.3,1,2027-28
2029-03-31,-18.1,1,2028-29
2030-03-31,-17.6,1,2029-30
